24 12 10008

-1 -1 95 -1 56 413 -1 -1 172 147 -1 97 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1 -1 139 -1 -1 121 -1 369 51 -1 28 -1 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
43 -1 190 -1 -1 295 22 -1 239 -1 -1 -1 -1 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1 211 308 377 -1 224 -1 -1 395 -1 -1 -1 -1 -1 0 0 -1 -1 -1 -1 -1 -1 -1 -1
-1 320 -1 402 258 -1 -1 -1 -1 -1 -1 -1 -1 156 -1 314 0 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 82 78 350 -1 -1 -1 -1 -1 0 -1 -1 260 0 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 20 51 108 -1 -1 -1 0 -1 -1 -1 -1 165 0 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1 412 -1 157 23 -1 -1 -1 0 -1 -1 151 0 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1 -1 88 70 376 -1 -1 0 -1 -1 -1 -1 38 0 -1 -1 -1
-1 -1 213 262 160 -1 -1 -1 -1 -1 -1 -1 -1 -1 347 -1 -1 -1 -1 -1 143 0 -1 -1
123 -1 160 -1 -1 288 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 229 0 0
23 119 -1 -1 -1 -1 -1 -1 -1 260 -1 -1 331 -1 -1 -1 -1 -1 -1 -1 -1 -1 193 0

-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 339 -1
