24 12 5016

-1 -1 190 -1 93 113 -1 -1 76 188 -1 171 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1 -1 44 -1 -1 160 -1 199 155 -1 63 -1 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
133 -1 72 -1 -1 50 138 -1 148 -1 -1 -1 -1 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1 78 120 121 -1 123 -1 -1 147 -1 -1 -1 -1 -1 0 0 -1 -1 -1 -1 -1 -1 -1 -1
-1 98 -1 183 19 -1 -1 -1 -1 -1 -1 -1 -1 50 -1 115 0 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 97 73 63 -1 -1 -1 -1 -1 0 -1 -1 157 0 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 54 34 3 -1 -1 -1 0 -1 -1 -1 -1 176 0 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1 79 -1 27 205 -1 -1 -1 0 -1 -1 36 0 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1 -1 67 82 180 -1 -1 0 -1 -1 -1 -1 188 0 -1 -1 -1
-1 -1 102 14 118 -1 -1 -1 -1 -1 -1 -1 -1 -1 67 -1 -1 -1 -1 -1 23 0 -1 -1
77 -1 56 -1 -1 180 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 156 0 0
86 106 -1 -1 -1 -1 -1 -1 -1 125 -1 -1 71 -1 -1 -1 -1 -1 -1 -1 -1 -1 152 0

-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 15 -1
